tsne_1,tsne_2,sirna_id,predicted,experiment,plate,well
-5.4189157,-50.064297,1117,1117,HUVEC-22,3,C07
17.427591,-22.20789,1131,1131,HEPG2-05,2,M19
-21.997501,-60.99213,1135,1135,HUVEC-01,1,H15
29.317059,22.734598,1129,1129,RPE-07,1,J03
-30.558752,2.032333,1123,1123,HEPG2-10,4,J22
-46.88033,-42.274315,1109,1109,RPE-10,1,C11
22.15106,58.08277,1115,1115,HUVEC-03,3,M11
-57.20691,30.28388,1116,1116,HUVEC-16,2,C07
-60.472935,9.380738,1123,1123,RPE-07,4,J15
-1.7109274,48.75333,1124,1124,RPE-03,4,H19
28.010767,9.076505,1108,1108,HEPG2-01,3,M07
-21.708223,-21.710709,1117,1117,HEPG2-09,3,J15
-3.988864,-55.790012,1117,1117,HUVEC-02,1,F15
33.23005,36.46441,1129,1129,HUVEC-15,4,C07
-45.425877,-40.277424,1109,1109,RPE-05,3,M15
72.80892,-5.199246,1124,1124,HUVEC-06,3,C03
-3.6646266,-6.682902,1138,1138,HUVEC-06,1,B02
-1.7579602,-6.9621754,1138,1138,HUVEC-17,2,B02
19.287884,-13.282649,1116,1116,HEPG2-09,3,C15
9.3653965,-4.2683043,1138,1138,RPE-06,2,B02
60.515553,8.957027,1121,1121,HEPG2-07,2,J03
28.932558,-7.9030075,1133,1133,RPE-08,2,M19
-33.35418,24.518326,1125,1125,HUVEC-17,2,J19
-30.157751,0.9029487,1123,1123,HEPG2-11,4,J07
14.485486,-23.503443,1131,1131,HEPG2-01,2,F22
-11.689323,12.267978,1126,1126,HUVEC-18,2,J03
27.74357,-53.9587,1131,1131,RPE-09,1,M22
-12.273942,65.354126,1134,1134,HUVEC-15,4,F19
-20.10262,-24.799683,1117,1117,HEPG2-11,3,J11
-0.5173102,50.12741,1124,1124,RPE-05,2,F03
6.6120715,33.635178,1124,1124,HEPG2-09,4,F19
52.514687,16.717766,1121,1121,U2OS-03,3,F11
-34.15016,20.004812,1125,1125,HUVEC-18,2,H22
10.119684,-39.013233,1128,1128,HUVEC-06,1,M11
29.864847,22.846968,1129,1129,RPE-11,2,M03
-30.770763,21.940672,1125,1125,HUVEC-16,1,J03
-8.534257,66.5614,1134,1134,HUVEC-05,2,F07
65.79042,-6.0156255,1124,1124,HUVEC-05,1,J15
20.523336,55.175373,1115,1115,HUVEC-15,3,J22
-53.609398,31.19897,1116,1116,HUVEC-23,1,F15
44.212296,1.1777359,1108,1108,HUVEC-02,3,J07
10.019619,-18.712013,1131,1131,U2OS-02,1,C19
-3.4526958,-49.335827,1128,1117,HUVEC-16,4,M15
28.805468,-22.237206,1130,1130,HEPG2-10,3,F07
-1.7930169,-54.390255,1117,1117,HUVEC-16,4,J15
-31.396944,2.1007879,1123,1123,HEPG2-09,2,F11
-33.770782,21.771076,1125,1125,HUVEC-08,1,M03
-5.290626,-50.218723,1117,1117,HUVEC-22,2,M22
7.2249174,6.4581037,1138,1138,HEPG2-06,4,B02
-6.5143833,-54.39027,1117,1117,HUVEC-04,4,C15
-22.54138,-56.227642,1135,1135,HUVEC-10,3,M11
25.138153,-35.690987,1130,1130,HUVEC-20,4,J07
-40.01147,-9.183098,1136,1136,HUVEC-05,4,H03
-30.868044,1.2619642,1123,1123,HEPG2-06,1,H22
44.02537,20.539452,1121,1121,RPE-10,3,M15
16.582636,3.9363997,1133,1133,HEPG2-10,4,C07
-55.08283,30.718601,1116,1116,HUVEC-17,4,C15
18.9282,22.133846,1129,1129,U2OS-02,3,M03
-17.764553,-0.46861327,1109,1109,HEPG2-01,1,C03
-12.33141,60.632423,1134,1134,HUVEC-18,2,M11
-0.12752472,48.478115,1124,1124,RPE-11,1,C03
22.74178,30.59153,1129,1129,HEPG2-09,4,C19
-24.539934,-8.603873,1136,1136,HEPG2-06,2,F22
20.895332,57.791058,1115,1115,HUVEC-16,1,H11
-1.6686823,-56.34996,1117,1117,HUVEC-05,3,J22
21.673216,58.207336,1115,1115,HUVEC-17,1,C03
18.974346,-13.308584,1116,1116,HEPG2-09,4,C15
4.153887,-18.552944,1116,1116,U2OS-04,2,J15
45.64536,-2.9205391,1108,1108,HUVEC-12,4,M19
-1.7488216,9.817734,1126,1126,U2OS-01,3,J15
52.236988,23.98718,1121,1121,HUVEC-09,4,H22
59.947735,9.659602,1121,1121,HEPG2-05,4,C11
-17.004154,2.3812919,1109,1109,HEPG2-04,3,M03
18.906916,21.84441,1129,1129,U2OS-03,4,C22
-19.64539,-40.818115,1135,1135,HEPG2-04,4,H22
-60.042812,10.019234,1123,1123,RPE-07,3,F19
44.631382,20.507591,1121,1121,RPE-10,2,C07
-72.7301,-3.0776134,1123,1123,HUVEC-03,1,F19
32.084095,36.22798,1129,1129,HUVEC-24,2,J19
65.76888,-6.009388,1124,1124,HUVEC-05,3,C22
-51.48551,-21.609999,1109,1109,HUVEC-03,4,F11
-43.360172,-6.785816,1136,1136,HUVEC-09,4,C11
3.1535108,70.19547,1134,1134,RPE-07,3,H22
32.343594,35.646355,1129,1129,HUVEC-16,2,H15
41.845703,-20.890299,1133,1133,HUVEC-17,3,F07
53.700344,29.685434,1121,1121,HUVEC-03,1,C03
-2.3802955,-25.55306,1117,1117,RPE-02,3,M07
7.1356483,5.5429087,1138,1138,HEPG2-06,2,B02
8.947627,-35.591183,1128,1128,RPE-02,2,F11
-45.969975,-40.698776,1109,1109,RPE-06,1,F19
-69.977394,-4.8510704,1123,1123,HUVEC-11,1,F15
7.114246,7.6136913,1138,1138,HEPG2-09,2,J19
-31.330408,39.74075,1137,1137,HUVEC-11,3,C22
54.756775,27.319172,1121,1121,HUVEC-22,2,H07
-33.073917,22.719843,1125,1125,HUVEC-13,2,F15
-29.875868,41.523724,1137,1137,HUVEC-06,2,H19
-0.12907849,-6.426725,1138,1138,HUVEC-03,2,B02
-16.958746,-25.602602,1117,1117,HEPG2-08,4,C11
42.461075,-0.18371613,1108,1108,HUVEC-17,1,J03
12.71334,-38.093227,1128,1128,HUVEC-05,3,J03
-47.218506,-40.738007,1109,1109,RPE-02,1,J07
2.5869548,70.13654,1134,1134,RPE-09,3,C11
-9.740079,-16.464767,1116,1116,RPE-01,3,F22
-25.834719,-57.746307,1135,1135,HUVEC-18,2,M15
53.755985,25.339714,1121,1121,HUVEC-20,1,H07
17.208897,40.912994,1129,1129,HUVEC-03,2,J11
18.197418,21.317818,1129,1129,U2OS-04,3,H22
2.1771748,2.9852805,1138,1138,U2OS-01,1,B02
51.26955,25.60533,1121,1121,HUVEC-03,1,C03
-28.791735,43.316696,1137,1137,HUVEC-09,4,M19
7.2695355,34.777542,1124,1124,HEPG2-05,1,C03
-35.6779,21.001198,1125,1125,HUVEC-09,1,H07
18.48436,59.190044,1115,1115,HUVEC-18,2,F07
-40.90691,11.426364,1125,1125,RPE-11,4,M11
45.442726,-2.8023818,1108,1108,HUVEC-21,1,C11
-31.476322,-13.960121,1136,1136,U2OS-02,1,J22
53.83321,16.584053,1121,1121,U2OS-01,1,H07
-0.8711738,25.589233,1126,1126,HEPG2-01,1,C11
1.422809,-47.066227,1117,1117,HUVEC-19,2,C22
-46.266014,-40.682648,1109,1109,RPE-08,3,J19
-17.783327,-27.15352,1117,1117,HEPG2-01,1,F19
-5.377431,3.2348697,1125,1125,U2OS-01,1,F11
-2.4640923,-4.7001023,1138,1138,HUVEC-19,2,B02
42.533356,-21.42726,1133,1133,HUVEC-06,4,H03
-31.643372,1.0741496,1123,1123,HEPG2-07,2,H22
26.09453,8.671013,1108,1108,HEPG2-04,2,M07
-3.592269,-28.397322,1117,1117,RPE-06,4,C19
10.339577,48.774017,1115,1115,RPE-07,4,F19
-69.32098,-3.0817056,1123,1123,HUVEC-10,1,C22
71.84275,-7.4483585,1124,1124,HUVEC-20,3,J03
-30.363493,40.125134,1137,1137,HUVEC-11,1,H15
29.038462,21.650827,1129,1129,RPE-07,4,M03
14.310816,-23.658485,1131,1131,HEPG2-01,1,H07
1.9317231,2.962959,1138,1138,U2OS-01,4,B02
-53.759056,30.006699,1116,1116,HUVEC-17,4,C15
-2.9531548,-4.345352,1138,1138,HUVEC-18,3,B02
29.353714,-21.530855,1130,1130,HEPG2-04,4,C03
10.08603,-38.826176,1128,1128,HUVEC-17,2,J07
46.928814,-21.545364,1133,1133,HUVEC-02,3,C19
10.056179,-3.1634963,1138,1138,RPE-07,4,B02
-43.04135,-4.482494,1136,1136,HUVEC-02,1,J22
28.988821,9.522858,1108,1108,HEPG2-02,4,F22
-70.593735,-2.9898226,1123,1123,HUVEC-02,4,F19
-56.08789,27.666924,1116,1116,HUVEC-03,3,F07
23.87137,-1.9905654,1133,1133,U2OS-01,1,M11
-69.70555,-1.801922,1123,1123,HUVEC-06,3,F19
-22.065073,-55.77358,1135,1135,HUVEC-22,3,M22
60.529633,11.615245,1121,1121,HEPG2-10,2,J15
23.226595,-38.299744,1130,1130,HUVEC-09,3,J11
36.818794,10.081774,1108,1108,RPE-05,3,H11
20.619345,-35.562134,1130,1130,HUVEC-02,4,C11
-56.55303,27.224564,1116,1116,HUVEC-15,2,M11
-31.333475,22.596992,1125,1125,HUVEC-14,3,M19
-54.216522,28.131866,1116,1116,HUVEC-18,1,F11
1.9102557,4.0672197,1138,1138,U2OS-02,3,B02
-55.922543,27.192118,1116,1116,HUVEC-11,3,F03
-11.587291,65.75565,1134,1134,HUVEC-15,2,J19
14.902238,4.8840127,1133,1133,HEPG2-11,3,M03
21.217855,59.01964,1115,1115,HUVEC-11,4,J22
-10.06031,-15.098733,1116,1116,RPE-08,3,F07
70.40311,-7.253007,1124,1124,HUVEC-24,3,F15
0.0030281912,-51.265587,1128,1117,HUVEC-12,1,F15
53.833977,16.330145,1121,1121,U2OS-04,1,M15
-42.79635,-7.2861285,1136,1136,HUVEC-15,4,M22
12.042982,-68.678825,1131,1131,HUVEC-10,1,M22
-22.282536,-9.292959,1136,1136,HEPG2-01,3,F03
1.6838452,-7.1905146,1138,1138,HUVEC-24,4,M05
44.1374,18.426996,1121,1121,RPE-11,1,H19
-14.094423,-2.7999241,1109,1109,U2OS-05,2,J07
-34.022144,-21.467234,1136,1136,RPE-07,3,C15
29.784683,-22.827206,1130,1130,HEPG2-01,3,J07
-52.74655,-22.659815,1109,1109,HUVEC-07,4,C07
-2.3088706,-4.0321994,1138,1138,HUVEC-18,1,B02
-28.621887,40.62267,1137,1137,HUVEC-14,3,M15
-27.928246,39.678444,1137,1137,HUVEC-08,3,M03
-69.957306,-4.5211616,1123,1123,HUVEC-09,3,H03
11.818375,49.144093,1115,1115,RPE-11,2,M15
-13.993731,-3.8824646,1109,1109,U2OS-03,3,M15
-0.020930009,49.237232,1124,1124,RPE-07,1,M07
55.044403,29.305172,1121,1121,HUVEC-19,1,C11
22.78529,29.277706,1129,1129,HEPG2-11,4,H07
6.7886047,35.748253,1124,1124,HEPG2-04,4,H03
-3.5481782,-28.938677,1117,1128,RPE-09,1,H11
-58.409805,28.65847,1116,1116,HUVEC-24,1,M15
0.3668601,25.584753,1126,1126,HEPG2-10,2,M03
30.169432,23.234344,1129,1129,RPE-10,3,J15
68.65476,-6.559831,1124,1124,HUVEC-21,4,H11
-9.193893,-16.45961,1116,1116,RPE-01,2,F11
-15.136719,62.804035,1134,1134,HUVEC-01,2,J03
30.543955,21.865723,1129,1129,RPE-03,1,J15
38.631813,10.6462555,1108,1108,RPE-11,4,C15
29.146923,9.551363,1108,1108,HEPG2-02,3,M22
-15.172488,19.281412,1126,1126,HUVEC-16,1,H07
20.87754,13.442334,1108,1108,U2OS-02,2,M03
70.42153,-5.360082,1124,1124,HUVEC-01,3,C22
-58.85279,10.549621,1123,1123,RPE-03,3,H15
-57.25651,27.8118,1116,1116,HUVEC-11,3,F03
-69.370926,-3.4744864,1123,1123,HUVEC-13,2,J07
-33.502357,-21.138773,1136,1136,RPE-06,1,C15
-23.809515,-8.214104,1136,1136,HEPG2-07,1,F03
-20.173382,-57.542503,1135,1135,HUVEC-17,2,F11
-30.29377,41.41747,1137,1137,HUVEC-15,3,H22
0.93349504,-7.1302247,1138,1138,HUVEC-24,2,C14
-59.37654,9.381539,1123,1123,RPE-07,2,M07
-59.033504,10.848391,1123,1123,RPE-02,4,M11
27.226461,9.144605,1108,1108,HEPG2-08,3,F03
52.791225,27.730085,1121,1121,HUVEC-18,2,H07
-11.390355,66.539,1134,1134,HUVEC-04,3,H11
-3.9562829,-55.20379,1117,1117,HUVEC-01,1,J22
9.919275,48.666252,1115,1115,RPE-07,1,M03
-31.85516,-36.549854,1135,1135,RPE-09,4,F11
68.67844,-6.4538755,1124,1124,HUVEC-21,2,J19
-42.44635,10.094368,1125,1125,RPE-10,1,J11
-41.345524,49.675793,1137,1137,RPE-05,1,J22
12.285808,-3.1090422,1138,1138,RPE-08,1,B02
30.014029,23.024656,1129,1129,RPE-06,1,C22
69.868675,-7.9009066,1124,1124,HUVEC-24,2,M15
26.134876,-55.335846,1131,1131,RPE-10,2,F22
-43.91257,-7.338387,1136,1136,HUVEC-13,2,F19
-43.11915,49.173653,1137,1137,RPE-04,1,F22
-2.5060618,-53.542637,1117,1117,HUVEC-21,2,H19
-12.082346,63.984314,1134,1134,HUVEC-12,3,C22
9.659967,-19.50751,1131,1131,U2OS-03,1,F19
1.2150289,-4.668162,1138,1138,HUVEC-19,1,B02
42.044735,-37.23236,1130,1130,RPE-07,3,H15
73.167175,-8.173357,1124,1124,HUVEC-18,3,H19
4.4331493,-19.085598,1116,1116,U2OS-02,3,H15
-13.721326,15.056109,1126,1126,HUVEC-02,4,M22
24.747,-38.172924,1130,1130,HUVEC-22,2,C22
53.919533,26.703539,1121,1121,HUVEC-07,3,H07
5.7694097,35.234966,1124,1124,HEPG2-08,3,J11
44.539314,-0.5070908,1108,1108,HUVEC-24,4,C15
-3.442249,-45.30783,1128,1128,HUVEC-14,4,H11
1.268279,69.2485,1134,1134,RPE-06,1,F07
-1.6562936,9.504107,1126,1126,U2OS-03,1,H03
22.521418,-36.753284,1130,1130,HUVEC-03,3,M15
-1.2634135,-49.705856,1128,1117,HUVEC-11,1,M15
72.64527,-4.608927,1124,1124,HUVEC-19,4,C19
-5.3642807,-50.332047,1117,1117,HUVEC-22,2,M22
-4.987711,-51.411667,1117,1117,HUVEC-14,4,C19
-9.954908,-16.15071,1116,1116,RPE-04,1,J19
2.13017,-8.630575,1138,1138,HUVEC-23,2,G07
-70.9334,-3.8971562,1123,1123,HUVEC-12,2,H15
-16.070038,65.31389,1134,1134,HUVEC-22,3,C15
2.733763,71.858955,1134,1134,RPE-03,1,M11
40.29684,-38.140713,1130,1130,RPE-03,2,J19
-34.036938,22.498055,1125,1125,HUVEC-10,3,C19
-10.302035,18.85273,1126,1126,HUVEC-23,2,J15
-10.535213,18.154833,1126,1126,HUVEC-20,4,M15
8.551057,3.9430058,1138,1138,HEPG2-11,1,B02
41.374805,2.165019,1108,1108,HUVEC-05,2,C11
-11.06584,15.958839,1126,1126,HUVEC-22,3,M15
27.080112,8.363723,1108,1108,HEPG2-06,2,J03
-18.88225,-24.40829,1117,1117,HEPG2-10,3,H03
-2.3701243,-27.509478,1128,1128,RPE-07,3,J15
-4.4269056,-26.813087,1117,1117,RPE-09,2,H22
-9.5631485,36.547264,1134,1134,HEPG2-05,4,C03
-4.681777,3.3429973,1125,1138,U2OS-04,3,F19
72.1959,-8.529,1124,1124,HUVEC-13,4,J03
19.808096,34.168606,1129,1129,HEPG2-04,4,H19
22.090042,-37.52245,1130,1130,HUVEC-17,4,M22
-8.933702,17.208557,1126,1126,HUVEC-17,4,C19
10.269156,-17.506464,1131,1121,U2OS-04,2,H07
15.386816,23.086765,1115,1115,U2OS-04,3,J03
-10.648895,-33.638184,1117,1117,U2OS-01,3,H19
-57.211845,27.754457,1116,1116,HUVEC-22,3,J19
-30.34671,42.44961,1137,1137,HUVEC-01,3,H15
-10.985468,-14.931837,1116,1116,RPE-07,3,C19
-15.590605,-0.0703695,1109,1109,HEPG2-05,4,M11
38.63238,10.870962,1108,1108,RPE-04,4,C22
-25.138346,-45.70428,1135,1135,U2OS-05,2,F22
11.099463,-70.42257,1131,1131,HUVEC-03,2,J07
23.356472,29.748985,1129,1129,HEPG2-07,1,C11
-0.32481867,25.42448,1126,1126,HEPG2-06,1,J19
-9.789867,-15.410928,1116,1116,RPE-02,1,J15
-14.203283,-4.5646133,1109,1109,U2OS-04,4,H11
28.402493,-22.223633,1130,1130,HEPG2-10,1,C22
-41.20455,48.06978,1137,1137,RPE-08,2,M11
29.462294,-6.8293257,1133,1133,RPE-07,1,F15
-1.6503012,48.21088,1124,1124,RPE-01,4,M19
26.638481,-54.05049,1131,1131,RPE-05,3,M11
-31.259274,21.982697,1125,1125,HUVEC-01,3,C07
-25.266891,-46.007042,1135,1135,U2OS-03,1,H07
-9.739861,18.335835,1126,1126,HUVEC-17,1,J22
41.875156,-37.748024,1130,1130,RPE-07,1,J15
8.033869,5.9364367,1138,1138,HEPG2-02,2,B02
22.612438,56.4555,1115,1115,HUVEC-02,4,J22
37.74539,12.198693,1108,1108,RPE-02,2,M22
-44.90313,-41.591717,1109,1109,RPE-07,4,M15
30.636148,22.455976,1129,1129,RPE-11,4,J03
-32.481606,3.2186193,1123,1123,HEPG2-01,2,H07
-54.2602,3.463155,1123,1123,U2OS-03,3,H03
10.863855,49.410343,1115,1115,RPE-10,3,M03
39.314724,-39.61378,1130,1130,RPE-08,2,C15
9.989517,17.549913,1115,1115,HEPG2-07,1,H22
-68.542656,-2.484187,1123,1123,HUVEC-10,4,C03
19.308182,33.927094,1129,1129,HEPG2-03,3,J03
-40.71011,-6.3731966,1136,1136,HUVEC-07,3,M19
55.30419,16.025618,1121,1121,U2OS-04,4,F07
-29.33082,-36.178898,1135,1135,RPE-01,2,M15
-20.171707,31.934958,1137,1137,HEPG2-05,1,H19
-34.36309,24.049784,1125,1125,HUVEC-09,3,M22
-72.396194,-3.6538231,1123,1123,HUVEC-03,3,F22
53.68536,15.905809,1121,1121,U2OS-04,4,F07
-54.970078,4.61894,1123,1123,U2OS-04,1,J15
-21.184204,-39.049004,1136,1136,HEPG2-08,2,M03
-21.98389,-60.75689,1135,1135,HUVEC-01,2,M07
7.357814,5.798514,1138,1138,HEPG2-10,4,B02
46.295536,-16.028173,1133,1133,HUVEC-21,1,C15
44.47284,0.22201629,1108,1108,HUVEC-03,3,C22
-24.197924,-54.90998,1135,1135,HUVEC-21,3,F19
28.42449,-22.322807,1130,1130,HEPG2-08,4,F11
-21.271046,-41.166462,1135,1135,HEPG2-02,1,F22
7.7227883,5.8262167,1138,1138,HEPG2-10,3,B02
-42.20951,-8.3726015,1136,1136,HUVEC-12,2,C19
11.842931,-2.9222758,1138,1138,RPE-10,2,B02
-13.974464,64.91751,1134,1134,HUVEC-03,3,F03
-3.1671898,-27.884552,1117,1117,RPE-08,1,F19
20.15524,58.167698,1115,1115,HUVEC-08,2,H19
1.4768964,-5.8301473,1138,1138,HUVEC-14,2,K16
-30.339666,0.23355402,1123,1123,HEPG2-09,3,M07
-42.39834,48.636288,1137,1137,RPE-11,3,H22
-20.267956,-26.05118,1117,1117,HEPG2-03,1,H22
-46.12206,-40.881725,1109,1109,RPE-06,4,F03
10.657681,-5.485878,1138,1138,RPE-04,2,B02
26.845608,-55.127243,1131,1131,RPE-02,1,J11
24.69467,-36.91528,1130,1130,HUVEC-23,3,J22
43.89472,-2.2103276,1108,1108,HUVEC-16,4,M19
-44.718864,-7.8597,1136,1136,HUVEC-21,1,J03
-12.997518,63.528614,1134,1134,HUVEC-03,1,F15
-40.744453,10.661829,1125,1125,RPE-06,2,M11
-3.385275,-52.422035,1117,1117,HUVEC-21,2,H19
-29.630852,41.615597,1137,1137,HUVEC-01,2,H22
-30.158781,-37.080036,1135,1135,RPE-08,4,F03
-21.10275,-41.137318,1135,1135,HEPG2-01,3,H03
18.901691,33.475296,1129,1129,HEPG2-02,1,J03
-2.9963472,-50.157753,1128,1128,HUVEC-13,2,C22
-14.618897,63.734528,1134,1134,HUVEC-03,4,F22
1.0728525,25.091505,1126,1126,HEPG2-02,1,J07
28.316284,-6.188208,1133,1133,RPE-05,2,M03
-46.207264,-40.962624,1109,1109,RPE-06,1,F19
-29.299303,40.983,1137,1137,HUVEC-24,4,J19
-30.783285,-37.486797,1135,1135,RPE-11,4,M22
10.17257,-3.5833173,1138,1138,RPE-03,1,B02
45.08161,-17.823185,1133,1133,HUVEC-16,4,F15
-1.4968768,-26.174952,1128,1128,RPE-03,3,J11
6.4605293,35.889484,1124,1124,HEPG2-01,1,J11
-19.409235,-24.210953,1128,1128,HEPG2-11,2,J15
28.918419,22.251585,1129,1129,RPE-06,3,J15
8.05637,4.6599927,1138,1138,HEPG2-11,1,B02
-14.680543,2.347264,1109,1109,HEPG2-09,3,J19
31.5757,38.597725,1129,1129,HUVEC-22,1,M19
-12.069736,19.652786,1126,1126,HUVEC-12,1,J03
-24.937283,-8.701011,1136,1136,HEPG2-03,3,H03
-33.590828,39.888653,1137,1137,HUVEC-19,1,M15
-29.466469,-36.35912,1135,1135,RPE-01,3,H07
10.715747,17.50155,1115,1115,HEPG2-09,4,M07
54.65254,21.795893,1121,1121,HUVEC-05,2,M19
34.61517,37.85265,1129,1129,HUVEC-18,4,J15
-71.36904,-4.6029334,1123,1123,HUVEC-24,1,J03
0.93937546,-3.9488883,1138,1138,HUVEC-19,3,B02
24.924677,-37.159454,1130,1130,HUVEC-09,4,H07
-26.349487,-44.52774,1135,1135,U2OS-04,3,H07
26.264015,-54.58917,1131,1131,RPE-10,3,F22
-18.145647,30.02171,1137,1137,HEPG2-01,2,H15
1.0080216,-8.398656,1138,1138,HUVEC-14,3,B02
43.910465,18.149414,1121,1121,RPE-11,1,H19
-25.297213,-46.073074,1135,1135,U2OS-03,4,H22
20.386135,54.48371,1115,1115,HUVEC-19,3,M22
4.801166,-37.97996,1128,1128,HEPG2-02,3,J22
-18.708078,42.776104,1137,1137,U2OS-01,2,C19
-3.977345,-56.285355,1117,1117,HUVEC-02,4,M19
-72.17156,-3.0778403,1123,1123,HUVEC-04,2,C19
44.606586,-2.0589173,1108,1108,HUVEC-16,3,F07
-54.06287,3.4600792,1123,1123,U2OS-03,4,C15
-31.910294,-37.43958,1135,1135,RPE-05,3,H07
10.050621,-5.918353,1138,1138,RPE-05,2,B02
41.431534,-20.045666,1133,1133,HUVEC-23,1,M15
-13.461015,20.423203,1126,1126,HUVEC-17,4,C19
-47.48896,-40.385384,1109,1109,RPE-01,1,M22
-30.884666,-36.371914,1135,1135,RPE-02,2,C11
-31.279644,-1.1873232,1123,1123,HEPG2-05,3,J07
52.26278,26.523031,1121,1121,HUVEC-07,2,H07
29.461763,23.615118,1129,1129,RPE-05,4,F19
9.848335,-69.41257,1131,1131,HUVEC-03,4,J22
-16.025387,66.15104,1134,1134,HUVEC-21,1,F07
70.04338,-6.3300714,1124,1124,HUVEC-19,1,J22
19.935762,57.497444,1115,1115,HUVEC-08,2,H19
11.939637,-69.51001,1131,1131,HUVEC-23,4,H19
31.3923,35.200623,1129,1129,HUVEC-21,1,H03
-1.6777233,-5.7234645,1138,1138,HUVEC-12,2,B02
-18.338823,0.20453529,1109,1109,HEPG2-01,3,H19
13.17428,4.908044,1133,1133,HEPG2-01,3,C19
-17.586508,-23.932796,1117,1117,HEPG2-10,4,M19
-2.3885906,16.761652,1126,1126,RPE-11,3,M11
-0.31973627,-47.417908,1117,1117,HUVEC-07,4,F15
1.5500349,-51.13679,1128,1128,HUVEC-18,1,J11
45.646988,-1.679628,1108,1108,HUVEC-07,2,C03
7.9929533,-30.577715,1128,1128,U2OS-04,2,F07
22.21801,29.161451,1129,1129,HEPG2-08,2,F22
9.782332,17.641603,1115,1115,HEPG2-05,1,H11
28.565449,-54.34273,1131,1131,RPE-07,4,H15
2.740956,-50.918373,1117,1117,HUVEC-18,4,F15
7.294054,5.226029,1138,1138,HEPG2-04,3,B02
-45.85546,-6.4186006,1136,1136,HUVEC-22,4,H15
-16.713724,1.6860758,1109,1109,HEPG2-07,4,H15
33.2764,38.285004,1129,1129,HUVEC-18,1,J15
-34.056484,-19.505032,1136,1136,RPE-01,2,C07
-30.893059,38.54801,1137,1137,HUVEC-14,2,H11
72.07206,-5.972866,1124,1124,HUVEC-03,2,F15
8.468746,35.31506,1124,1124,HEPG2-04,4,H03
-13.151954,16.997257,1126,1126,HUVEC-07,1,J03
-19.914732,32.660706,1137,1137,HEPG2-03,1,C11
-41.720955,48.946064,1137,1137,RPE-06,1,M22
31.686373,-7.2412186,1133,1133,RPE-10,3,J22
5.276777,-19.87151,1116,1116,U2OS-03,1,J03
-52.706257,-22.396633,1109,1109,HUVEC-04,3,H03
12.324501,-3.8195384,1138,1138,RPE-04,4,B02
53.96786,23.911753,1121,1121,HUVEC-13,3,F11
71.09918,-8.926964,1124,1124,HUVEC-03,2,F15
21.084003,55.48412,1115,1115,HUVEC-24,2,C03
23.393303,-34.956184,1130,1130,HUVEC-18,1,J19
22.688047,29.50207,1129,1129,HEPG2-11,2,M03
30.357527,24.176765,1129,1129,RPE-08,1,F07
-47.30658,-40.94872,1109,1109,RPE-03,4,C07
-20.907808,-25.625523,1117,1117,HEPG2-03,2,F22
14.523435,23.906912,1115,1115,U2OS-03,3,H19
0.31295002,-11.585846,1138,1138,HUVEC-21,4,B02
30.179117,26.731337,1129,1129,U2OS-05,2,H22
-2.9207683,-6.5375667,1138,1138,HUVEC-06,3,B02
6.8635435,34.57054,1124,1124,HEPG2-11,3,C03
-33.94107,23.110306,1125,1125,HUVEC-12,2,M07
14.609282,-65.19113,1131,1131,HUVEC-05,1,C19
54.691265,29.0896,1121,1121,HUVEC-14,4,F11
18.999575,33.09988,1129,1129,HEPG2-02,2,M19
70.079765,-9.499016,1124,1124,HUVEC-24,3,F15
14.607057,-65.17878,1131,1131,HUVEC-05,2,M03
-14.110352,20.328876,1126,1126,HUVEC-21,2,J11
-16.963718,0.44153634,1109,1109,HEPG2-02,4,M03
46.96988,-22.614004,1133,1133,HUVEC-19,4,H11
18.93052,-12.455814,1116,1116,HEPG2-05,2,F15
-34.650745,-20.778587,1136,1136,RPE-09,1,H07
-70.14013,-3.0663023,1123,1123,HUVEC-12,4,M07
21.615118,42.43383,1129,1129,RPE-01,1,M19
-52.12593,-20.189066,1109,1109,HUVEC-13,1,J19
-21.87356,-57.655228,1135,1135,HUVEC-13,1,C15
59.686844,8.873911,1121,1121,HEPG2-01,1,C07
23.26138,29.598173,1129,1129,HEPG2-11,4,H07
28.255354,-54.106277,1131,1131,RPE-06,2,C03
-0.8960425,48.369297,1124,1124,RPE-03,3,H19
1.6594615,-8.42291,1138,1138,HUVEC-13,1,H22
61.34731,9.783418,1121,1121,HEPG2-09,2,C11
-41.665573,49.803253,1137,1137,RPE-05,1,J22
-15.353208,64.69367,1134,1134,HUVEC-22,2,C15
-0.46560302,-6.677766,1138,1138,HUVEC-24,1,B02
-46.30351,-5.5892243,1136,1136,HUVEC-24,2,M22
-10.977191,-34.0673,1117,1117,U2OS-02,2,H03
-19.804754,-25.793112,1117,1117,HEPG2-10,1,F11
-42.563717,48.580997,1137,1137,RPE-10,3,C19
-7.144317,36.35028,1134,1134,HEPG2-11,3,C19
45.753063,-1.0216762,1108,1108,HUVEC-20,3,H15
-22.2699,-8.719567,1136,1136,HEPG2-01,2,F07
-19.831722,-25.563038,1128,1128,HEPG2-10,1,H03
32.925533,35.542946,1129,1129,HUVEC-13,4,C22
20.243998,57.47511,1115,1115,HUVEC-10,1,J03
-14.274027,19.750946,1126,1126,HUVEC-21,3,H07
43.44493,20.624556,1121,1121,RPE-09,4,H07
-11.914966,-14.491864,1116,1116,RPE-07,4,J19
44.809826,-17.00037,1133,1133,HUVEC-22,3,F15
